,rid,sid,text,category_polarity_list,categorys,category_num
789,318,318:2,Great product by Apple with the new great looking design.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('COMPANY#GENERAL', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'COMPANY#GENERAL']",3
790,121,121:0,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",[],[],0
791,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.","[('HARD_DISC#QUALITY', 'negative'), ('MOTHERBOARD#QUALITY', 'negative'), ('OPTICAL_DRIVES#QUALITY', 'negative'), ('SUPPORT#QUALITY', 'negative'), ('LAPTOP#QUALITY', 'negative')]","['HARD_DISC#QUALITY', 'MOTHERBOARD#QUALITY', 'OPTICAL_DRIVES#QUALITY', 'SUPPORT#QUALITY', 'LAPTOP#QUALITY']",5
792,121,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!","[('LAPTOP#OPERATION_PERFORMANCE', 'negative'), ('HARDWARE#QUALITY', 'negative')]","['LAPTOP#OPERATION_PERFORMANCE', 'HARDWARE#QUALITY']",2
793,121,121:3,"So, buyers beware!","[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
794,366,366:0,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,[],[],0
795,366,366:1,So we exchanged it for the same on and after 2 hours it didn't work.,[],[],0
796,366,366:2,I went with him and we picked this one.,[],[],0
797,366,366:3,"It is made better, thicker, and all out tough!","[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#DESIGN_FEATURES']",2
798,366,366:4,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
799,366,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.","[('DISPLAY#USABILITY', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['DISPLAY#USABILITY', 'LAPTOP#MISCELLANEOUS']",2
800,366,366:6,I tell everyone I see out looking to get this or another Toshiba.,"[('LAPTOP#GENERAL', 'positive'), ('COMPANY#GENERAL', 'positive')]","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",2
801,366,366:7,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",[],[],0
802,366,366:8,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,"[('COMPANY#GENERAL', 'positive')]",['COMPANY#GENERAL'],1
803,366,366:9,"I just love this lap top, I just wish it were all silver or they had all black.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'neutral')]","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES']",2
804,366,366:10,That is my only complaint!,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
805,366,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
806,366,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
807,300,300:0,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,[],[],0
808,300,300:1,It still serves me well both in business and home needs.,[],[],0
809,300,300:2,"It is, however, very heavy.",[],[],0
810,300,300:3,I recently purchased the mini and absolutely love it!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
811,300,300:4,It meets all my needs for work and pleasure while traveling.,"[('LAPTOP#MISCELLANEOUS', 'positive'), ('LAPTOP#PORTABILITY', 'positive')]","['LAPTOP#MISCELLANEOUS', 'LAPTOP#PORTABILITY']",2
812,300,300:5,I am totally satisfied with my little toshie!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
813,175,175:0,From the moment I opened the box to the present it has been a great joy.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
814,175,175:1,"It is always reliable, never bugged and responds well.","[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
815,175,175:2,I love the operating system and the preloaded software.,"[('OS#GENERAL', 'positive'), ('SOFTWARE#GENERAL', 'positive')]","['OS#GENERAL', 'SOFTWARE#GENERAL']",2
816,288,288:0,I am a freelance graphic artist.,[],[],0
817,288,288:1,I need graphic power to run my Adobe Creative apps efficiently.,[],[],0
818,288,288:2,This machine delivers.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
819,288,288:3,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,[],[],0
820,288,288:4,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
821,288,288:5,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,[],[],0
822,288,288:6,It is a bit heavy.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
823,288,288:7,It would be a load on long trips where a lot of walking is required.,"[('LAPTOP#PORTABILITY', 'negative')]",['LAPTOP#PORTABILITY'],1
824,288,288:8,"If that is the case for you, I would suggest a pull-behind solution when looking at cases.",[],[],0
825,288,288:9,Had some trouble finding a case that it would fit in.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
826,288,288:10,"This is an over-sized, 18-inch laptop.","[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
827,288,288:11,Most of the large bags are for a 17 inch.,[],[],0
828,288,288:12,You may need to special order a bag.,[],[],0
829,288,288:13,It wouldn't fit in most 17-inch bags.,"[('LAPTOP#PORTABILITY', 'negative')]",['LAPTOP#PORTABILITY'],1
830,288,288:14,I was disappointed when I realized that the keyboard doesn't light up on this model.,"[('KEYBOARD#DESIGN_FEATURES', 'negative')]",['KEYBOARD#DESIGN_FEATURES'],1
831,288,288:15,It also does not have bluetooth.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
832,288,288:16,Pay attention to the specs if you want these options.,[],[],0
833,288,288:17,You'll need to upgrade and pay a little more for them.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
834,288,288:18,I should have been more observant.,[],[],0
835,288,288:19,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.","[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
836,288,288:20,They are not.,[],[],0
837,288,288:21,"Overall, still a very nice machine.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
838,288,288:22,Boots up fast and runs great!,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
839,288,288:23,I'm pleased.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
840,289,289:0,The acer one compuer is a great computer.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
841,289,289:1,I didn't want to buy a generic brand computer but it is really nice.,"[('LAPTOP#GENERAL', 'positive'), ('COMPANY#GENERAL', 'neutral')]","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",2
842,289,289:2,"Its fast, has High definition quality in the videos.","[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('DISPLAY#QUALITY', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'DISPLAY#QUALITY']",2
843,289,289:3,The pictures are clear as can be.,"[('DISPLAY#QUALITY', 'positive')]",['DISPLAY#QUALITY'],1
844,289,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer.","[('LAPTOP#GENERAL', 'positive'), ('COMPANY#GENERAL', 'positive')]","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",2
845,289,289:5,"Heck, if I had enough ' money, I would but it as a gift for someone.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
846,289,289:6,Im glad that it has such great features in it.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
847,289,289:7,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
848,289,289:8,Clear picture on it and everything.,"[('DISPLAY#QUALITY', 'positive')]",['DISPLAY#QUALITY'],1
849,289,289:9,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","[('LAPTOP#OPERATION_PERFORMANCE', 'negative'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",2
850,289,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","[('DISPLAY#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'negative')]","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",2
851,289,289:11,Its good for playing my apps on Facebook or watching movies.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
852,289,289:12,Im very happy with this computer!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
853,302,302:0,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",[],[],0
854,302,302:1,It's solid.,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
855,302,302:2,Love the stability of the Mac software and operating system.,"[('SOFTWARE#OPERATION_PERFORMANCE', 'positive'), ('OS#OPERATION_PERFORMANCE', 'positive')]","['SOFTWARE#OPERATION_PERFORMANCE', 'OS#OPERATION_PERFORMANCE']",2
856,302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"[('SOFTWARE#USABILITY', 'negative'), ('SOFTWARE#GENERAL', 'negative'), ('SOFTWARE#PRICE', 'negative')]","['SOFTWARE#USABILITY', 'SOFTWARE#GENERAL', 'SOFTWARE#PRICE']",3
857,302,302:4,It seems to be incompatible with everything else.,"[('SOFTWARE#USABILITY', 'negative')]",['SOFTWARE#USABILITY'],1
858,302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.,"[('LAPTOP#GENERAL', 'positive'), ('SOFTWARE#GENERAL', 'positive'), ('OS#GENERAL', 'positive')]","['LAPTOP#GENERAL', 'SOFTWARE#GENERAL', 'OS#GENERAL']",3
859,303,303:0,i love to use it it is esay and light.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#USABILITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#USABILITY', 'LAPTOP#DESIGN_FEATURES']",3
860,303,303:1,this laptop is durable and it is easy to travel with.,"[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#PORTABILITY', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#PORTABILITY']",2
861,303,303:2,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,"[('LAPTOP#PORTABILITY', 'positive')]",['LAPTOP#PORTABILITY'],1
862,303,303:3,this laptop is great for work and doing my pictures.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
863,303,303:4,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.","[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
864,303,303:5,the programs are esay to use and are quick to process this computer works like a charm.,"[('SOFTWARE#USABILITY', 'positive'), ('SOFTWARE#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['SOFTWARE#USABILITY', 'SOFTWARE#OPERATION_PERFORMANCE', 'LAPTOP#OPERATION_PERFORMANCE']",3
865,303,303:6,i can use it for all of my needs.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
866,303,303:7,i give this laptop a five star review i love it and it has done chams for me.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
867,303,303:8,if this computer every breaks down on me i will most definatly get the same one again.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
868,303,303:9,i think that anyone looking for a good durrable laptop then this is the way to go.,"[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",2
869,304,304:0,From the second you open the box you will fall in love with this computer!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
870,304,304:1,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"[('OS#OPERATION_PERFORMANCE', 'positive'), ('OS#QUALITY', 'positive')]","['OS#OPERATION_PERFORMANCE', 'OS#QUALITY']",2
871,304,304:2,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","[('MOUSE#DESIGN_FEATURES', 'positive'), ('MOUSE#USABILITY', 'positive'), ('COMPANY#GENERAL', 'positive')]","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY', 'COMPANY#GENERAL']",3
872,304,304:3,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",[],[],0
873,304,304:4,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","[('OS#USABILITY', 'positive')]",['OS#USABILITY'],1
874,304,304:5,Apple continues to shine and provide a much more enjoyable computer experience!,"[('COMPANY#GENERAL', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['COMPANY#GENERAL', 'LAPTOP#GENERAL']",2
875,31,31:0,"From the start, when you open the box you see a completely different class of machine.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
876,31,31:1,The ease in which you set everything up is such that a child could do it.,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
877,31,31:2,"The screen is bright and clear, the operating system is solid and friendly to a novice.","[('DISPLAY#QUALITY', 'positive'), ('OS#QUALITY', 'positive'), ('OS#USABILITY', 'positive')]","['DISPLAY#QUALITY', 'OS#QUALITY', 'OS#USABILITY']",3
878,31,31:3,"Fast, fast and fast, the web pages just fly by.","[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
879,31,31:4,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","[('LAPTOP#USABILITY', 'positive'), ('LAPTOP#CONNECTIVITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#USABILITY', 'LAPTOP#CONNECTIVITY', 'LAPTOP#OPERATION_PERFORMANCE']",3
880,31,31:5,That includes transferring my music and movies.,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
881,31,31:6,Good bye BLUE SCREEN and Critical errors!!!!,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
882,31,31:7,Skype is just so dang cool with this machine too.,"[('SOFTWARE#GENERAL', 'positive')]",['SOFTWARE#GENERAL'],1
883,31,31:8,I can hardly wait to see whats around the next corner.,[],[],0
884,31,31:9,"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.",[],[],0
885,31,31:10,If only Bill Gates would read some of what is said here MS would do a better job.,[],[],0
886,31,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","[('LAPTOP#USABILITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
887,31,31:12,It is light and the battery last a very long time.,"[('LAPTOP#DESIGN_FEATURES', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'BATTERY#OPERATION_PERFORMANCE']",2
888,31,31:13,Very fast boot up and shut down.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
889,314,314:0,"been a PC user for many, many years.",[],[],0
890,314,314:1,"Let me tell you, this machine is great.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
891,314,314:2,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.","[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
892,314,314:3,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.","[('OS#USABILITY', 'positive')]",['OS#USABILITY'],1
893,314,314:4,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
894,314,314:5,The only time I have restarted is during system updates.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
895,314,314:6,great machine if you want to drop the cash for one.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
896,317,317:0,"Ok, this is probably the best laptop series ever devised by Apple.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
897,317,317:1,The case is carved out of a single block of aluminum.,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
898,317,317:2,"Although I opted for the lowest end MacBook Pro, this thing holds its own.",[],[],0
899,317,317:3,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","[('CPU#OPERATION_PERFORMANCE', 'positive'), ('OS#OPERATION_PERFORMANCE', 'positive'), ('GRAPHICS#DESIGN_FEATURES', 'positive')]","['CPU#OPERATION_PERFORMANCE', 'OS#OPERATION_PERFORMANCE', 'GRAPHICS#DESIGN_FEATURES']",3
900,317,317:4,That is how it is able to function better than any other PC.,[],[],0
901,317,317:5,I have recommended this laptop to everyone I know who is buying one.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
902,317,317:6,"I like it so much, I bought another just for my wife.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
903,331,331:0,Took it back as it was defective.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
904,331,331:1,Page just disapeared after you got yahoo or downloaded something.,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
905,331,331:2,Couldn't keep a page up you were working on!,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
906,356,356:0,was a great deal i will give that.,"[('LAPTOP#PRICE', 'positive')]",['LAPTOP#PRICE'],1
907,356,356:1,the laptop preformed pretty well.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
908,356,356:2,it cant fuction well with lots of webpages open at once.,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
909,356,356:3,it has times were it freezes for 10 seconds and then starts again.,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
910,356,356:4,"the mouse on the pad, the left button always sticks.","[('MOUSE#OPERATION_PERFORMANCE', 'negative')]",['MOUSE#OPERATION_PERFORMANCE'],1
911,356,356:5,the mouse is way way way to sensitve.,"[('MOUSE#OPERATION_PERFORMANCE', 'negative')]",['MOUSE#OPERATION_PERFORMANCE'],1
912,356,356:6,i tried turning it done but it did nothing.,"[('MOUSE#OPERATION_PERFORMANCE', 'negative')]",['MOUSE#OPERATION_PERFORMANCE'],1
913,356,356:7,the mouse jumps around all the time and it clicks stuff i dont want it too.,"[('MOUSE#OPERATION_PERFORMANCE', 'negative'), ('MOUSE#USABILITY', 'negative')]","['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",2
914,356,356:8,its not bad just VERY VERY annoying.,"[('MOUSE#GENERAL', 'negative')]",['MOUSE#GENERAL'],1
915,356,356:9,think i would spend little extra to get a better made laptop.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
916,363,363:0,I am very happy with this laptop.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
917,363,363:1,For the price and what I get out of it has exceeded my expectations.,"[('LAPTOP#PRICE', 'neutral'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",2
918,363,363:2,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
919,296,296:0,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",[],[],0
920,296,296:1,Amazing Quality!,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
921,296,296:2,Plus stylish.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
922,296,296:3,"The big screen allows you to enjoy watching movies , pictures and etc!","[('DISPLAY#DESIGN_FEATURES', 'positive')]",['DISPLAY#DESIGN_FEATURES'],1
923,296,296:4,"The flaws are, this computer is not for computer gamers because of the OS X.","[('LAPTOP#MISCELLANEOUS', 'negative'), ('OS#MISCELLANEOUS', 'negative')]","['LAPTOP#MISCELLANEOUS', 'OS#MISCELLANEOUS']",2
924,296,296:5,Mac is not made for gaming.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
925,296,296:6,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,"[('SOFTWARE#MISCELLANEOUS', 'positive')]",['SOFTWARE#MISCELLANEOUS'],1
926,296,296:7,"Second, it gets scratches easily and when it gets old some thing may operated","[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#OPERATION_PERFORMANCE', 'negative')]","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
927,346,346:0,Was not happy with one of the programs on it.,"[('SOFTWARE#GENERAL', 'negative')]",['SOFTWARE#GENERAL'],1
928,346,346:1,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.","[('SOFTWARE#MISCELLANEOUS', 'negative')]",['SOFTWARE#MISCELLANEOUS'],1
929,346,346:2,"Also, the extended warranty was a problem.","[('WARRANTY#GENERAL', 'negative')]",['WARRANTY#GENERAL'],1
930,346,346:3,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,"[('WARRANTY#MISCELLANEOUS', 'negative')]",['WARRANTY#MISCELLANEOUS'],1
931,346,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[('LAPTOP#USABILITY', 'positive'), ('DISPLAY#GENERAL', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#USABILITY', 'DISPLAY#GENERAL', 'LAPTOP#GENERAL']",3
932,343,343:0,I took 3-4 years researching brands and prices of laptops.,[],[],0
933,343,343:1,I finally decided on this laptop because it was the right price for what I need it.,"[('LAPTOP#PRICE', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",2
934,343,343:2,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.","[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
935,343,343:3,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
936,343,343:4,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",[],[],0
937,343,343:5,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.",[],[],0
938,343,343:6,Those things are very important - vital even!,[],[],0
939,343,343:7,So think about factoring those things in when you purchase.,[],[],0
940,343,343:8,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,"[('COMPANY#GENERAL', 'neutral')]",['COMPANY#GENERAL'],1
941,343,343:9,I will have to purchase Spy ware or Nortell for privacy protection.,[],[],0
942,343,343:10,Thank you.,[],[],0
943,32,32:0,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
944,32,32:1,The Internet Explorer was very slow from the very beginning.,"[('SOFTWARE#OPERATION_PERFORMANCE', 'negative')]",['SOFTWARE#OPERATION_PERFORMANCE'],1
945,32,32:2,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.","[('SOFTWARE#OPERATION_PERFORMANCE', 'negative')]",['SOFTWARE#OPERATION_PERFORMANCE'],1
946,32,32:3,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,"[('SOFTWARE#OPERATION_PERFORMANCE', 'negative')]",['SOFTWARE#OPERATION_PERFORMANCE'],1
947,32,32:4,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.","[('SOFTWARE#OPERATION_PERFORMANCE', 'negative')]",['SOFTWARE#OPERATION_PERFORMANCE'],1
948,32,32:5,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.","[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
949,32,32:6,Another issue I have with it is the battery.,"[('BATTERY#GENERAL', 'negative')]",['BATTERY#GENERAL'],1
950,32,32:7,Maybe three or four months ago it started blinking all of the sudden.,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
951,32,32:8,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","[('BATTERY#OPERATION_PERFORMANCE', 'negative'), ('BATTERY#QUALITY', 'negative')]","['BATTERY#OPERATION_PERFORMANCE', 'BATTERY#QUALITY']",2
952,32,32:9,"It is not even a year old yet, so I would definitely not recommend it to anyone.","[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#GENERAL', 'negative')]","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",2
953,32,32:10,Don't waste your money!,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
954,48,48:0,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,[],[],0
955,48,48:1,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.",[],[],0
956,48,48:2,The laptop is gorgeous.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
957,48,48:3,"It is sleek, smooth, and lightweight.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",2
