,rid,sid,text,category,polarity,attribute,entity
1016,351,351:4,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1017,351,351:4,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1018,351,351:4,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",COMPANY#GENERAL,negative,GENERAL,COMPANY
1019,134,134:0,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1020,134,134:0,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,SUPPORT#GENERAL,negative,GENERAL,SUPPORT
1021,134,134:1,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SHIPPING#QUALITY,positive,QUALITY,SHIPPING
1022,134,134:1,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1023,134,134:2,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1024,134,134:3,They were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1025,134,134:4,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY,negative,QUALITY,SHIPPING
1026,134,134:5,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY,negative,QUALITY,SHIPPING
1027,134,134:6,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,SHIPPING#QUALITY,negative,QUALITY,SHIPPING
1028,134,134:7,By Air sounds more like by truck to Me.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1029,134,134:8,And Toshiba is totally unconcerned.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1030,134,134:9,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1031,134,134:10,We don't Mind and You don't Matter.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1032,134,134:11,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1033,134,134:11,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,COMPANY#GENERAL,negative,GENERAL,COMPANY
1034,134,134:12,When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1035,112,112:0,Windows Vista makes this computer almost unusable for online service.,OS#GENERAL,negative,GENERAL,OS
1036,112,112:0,Windows Vista makes this computer almost unusable for online service.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1037,112,112:1,I've tried going back to XL but there still problems.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1038,112,112:2,The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1039,112,112:3,Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1040,112,112:4,I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative,GENERAL,COMPANY
1041,324,324:0,Good price.,LAPTOP#PRICE,positive,PRICE,LAPTOP
1042,324,324:1,Basic computer.,LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
1043,324,324:2,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
1044,324,324:3,It has worked fine.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1045,328,328:0,Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1046,328,328:1,Can listen to my music and watch my videos with ease and with a great display.,DISPLAY#GENERAL,positive,GENERAL,DISPLAY
1047,328,328:1,Can listen to my music and watch my videos with ease and with a great display.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
1048,328,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1049,328,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#CONNECTIVITY,positive,CONNECTIVITY,LAPTOP
1050,328,328:3,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1051,380,380:0,I've had this laptop for about a month now.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1052,380,380:1,It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1053,380,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY#DESIGN_FEATURES,positive,DESIGN_FEATURES,MEMORY
1054,380,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1055,380,380:3,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1056,380,380:4,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative,QUALITY,PORTS
1057,380,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",HARDWARE#QUALITY,negative,QUALITY,HARDWARE
1058,380,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",LAPTOP#PRICE,negative,PRICE,LAPTOP
1059,380,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#PRICE,positive,PRICE,LAPTOP
1060,380,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
1061,391,391:0,Let me start with the good:So awesome.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1062,391,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS#GENERAL,positive,GENERAL,OS
1063,391,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",CPU#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,CPU
1064,391,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1065,391,391:2,This is my second MacBook.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1066,391,391:3,"The first one I had was a 2006 model, not the Pro.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1067,391,391:4,I fell in love with it.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1068,391,391:5,This one has had the same effect.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1069,391,391:6,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1070,391,391:7,"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive,GENERAL,OS
1071,391,391:8,The feel of this machine compared to the old MacBook is far superior.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1072,391,391:9,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1073,391,391:9,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1074,391,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1075,391,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1076,391,391:11,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#MISCELLANEOUS,negative,MISCELLANEOUS,DISPLAY
1077,391,391:11,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY,negative,QUALITY,DISPLAY
1078,391,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#DESIGN_FEATURES,positive,DESIGN_FEATURES,DISPLAY
1079,391,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#QUALITY,positive,QUALITY,DISPLAY
1080,391,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral,QUALITY,DISPLAY
1081,391,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#USABILITY,neutral,USABILITY,DISPLAY
1082,391,391:14,My real problem with it?,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1083,391,391:15,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
1084,391,391:16,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
1085,391,391:17,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
1086,391,391:18,Enabling the battery timer is useless.,BATTERY#MISCELLANEOUS,negative,MISCELLANEOUS,BATTERY
1087,391,391:19,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#MISCELLANEOUS,negative,MISCELLANEOUS,BATTERY
1088,391,391:20,It's a joke.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1089,391,391:21,It's so bad that I'm thinking I only got half a battery or something.,BATTERY#MISCELLANEOUS,negative,MISCELLANEOUS,BATTERY
1090,391,391:22,I know what 7 hrs of battery looks like.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
1091,391,391:23,This ain't it.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1092,391,391:24,My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1093,391,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
1094,391,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1095,318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1096,318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",CPU#MISCELLANEOUS,neutral,MISCELLANEOUS,CPU
1097,318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1098,318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1099,318,318:1,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1100,318,318:1,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1101,318,318:2,Great product by Apple with the new great looking design.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1102,318,318:2,Great product by Apple with the new great looking design.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1103,318,318:2,Great product by Apple with the new great looking design.,COMPANY#GENERAL,positive,GENERAL,COMPANY
1104,121,121:0,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1105,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",HARD_DISC#QUALITY,negative,QUALITY,HARD_DISC
1106,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",MOTHERBOARD#QUALITY,negative,QUALITY,MOTHERBOARD
1107,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",OPTICAL_DRIVES#QUALITY,negative,QUALITY,OPTICAL_DRIVES
1108,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1109,121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
1110,121,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1111,121,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!",HARDWARE#QUALITY,negative,QUALITY,HARDWARE
1112,121,121:3,"So, buyers beware!",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1113,366,366:0,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1114,366,366:1,So we exchanged it for the same on and after 2 hours it didn't work.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1115,366,366:2,I went with him and we picked this one.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1116,366,366:3,"It is made better, thicker, and all out tough!",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1117,366,366:3,"It is made better, thicker, and all out tough!",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1118,366,366:4,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1119,366,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.",DISPLAY#USABILITY,positive,USABILITY,DISPLAY
1120,366,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1121,366,366:6,I tell everyone I see out looking to get this or another Toshiba.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1122,366,366:6,I tell everyone I see out looking to get this or another Toshiba.,COMPANY#GENERAL,positive,GENERAL,COMPANY
1123,366,366:7,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1124,366,366:8,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL,positive,GENERAL,COMPANY
1125,366,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1126,366,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
1127,366,366:10,That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1128,366,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1129,366,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#PRICE,positive,PRICE,LAPTOP
1130,366,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1131,366,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#PRICE,positive,PRICE,LAPTOP
1132,300,300:0,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1133,300,300:1,It still serves me well both in business and home needs.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1134,300,300:2,"It is, however, very heavy.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1135,300,300:3,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1136,300,300:4,It meets all my needs for work and pleasure while traveling.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1137,300,300:4,It meets all my needs for work and pleasure while traveling.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1138,300,300:5,I am totally satisfied with my little toshie!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1139,175,175:0,From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1140,175,175:1,"It is always reliable, never bugged and responds well.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1141,175,175:1,"It is always reliable, never bugged and responds well.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1142,175,175:2,I love the operating system and the preloaded software.,OS#GENERAL,positive,GENERAL,OS
1143,175,175:2,I love the operating system and the preloaded software.,SOFTWARE#GENERAL,positive,GENERAL,SOFTWARE
1144,288,288:0,I am a freelance graphic artist.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1145,288,288:1,I need graphic power to run my Adobe Creative apps efficiently.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1146,288,288:2,This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1147,288,288:3,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1148,288,288:4,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1149,288,288:5,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1150,288,288:6,It is a bit heavy.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1151,288,288:7,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
1152,288,288:8,"If that is the case for you, I would suggest a pull-behind solution when looking at cases.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1153,288,288:9,Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1154,288,288:10,"This is an over-sized, 18-inch laptop.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1155,288,288:11,Most of the large bags are for a 17 inch.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1156,288,288:12,You may need to special order a bag.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1157,288,288:13,It wouldn't fit in most 17-inch bags.,LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
1158,288,288:14,I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative,DESIGN_FEATURES,KEYBOARD
1159,288,288:15,It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1160,288,288:16,Pay attention to the specs if you want these options.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1161,288,288:17,You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1162,288,288:18,I should have been more observant.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1163,288,288:19,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1164,288,288:20,They are not.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1165,288,288:21,"Overall, still a very nice machine.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1166,288,288:22,Boots up fast and runs great!,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1167,288,288:23,I'm pleased.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1168,289,289:0,The acer one compuer is a great computer.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1169,289,289:1,I didn't want to buy a generic brand computer but it is really nice.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1170,289,289:1,I didn't want to buy a generic brand computer but it is really nice.,COMPANY#GENERAL,neutral,GENERAL,COMPANY
1171,289,289:2,"Its fast, has High definition quality in the videos.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1172,289,289:2,"Its fast, has High definition quality in the videos.",DISPLAY#QUALITY,positive,QUALITY,DISPLAY
1173,289,289:3,The pictures are clear as can be.,DISPLAY#QUALITY,positive,QUALITY,DISPLAY
1174,289,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1175,289,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer.",COMPANY#GENERAL,positive,GENERAL,COMPANY
1176,289,289:5,"Heck, if I had enough ' money, I would but it as a gift for someone.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1177,289,289:6,Im glad that it has such great features in it.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1178,289,289:7,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1179,289,289:8,Clear picture on it and everything.,DISPLAY#QUALITY,positive,QUALITY,DISPLAY
1180,289,289:9,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1181,289,289:9,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1182,289,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",DISPLAY#DESIGN_FEATURES,positive,DESIGN_FEATURES,DISPLAY
1183,289,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
1184,289,289:11,Its good for playing my apps on Facebook or watching movies.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1185,289,289:12,Im very happy with this computer!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1186,302,302:0,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1187,302,302:1,It's solid.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1188,302,302:2,Love the stability of the Mac software and operating system.,SOFTWARE#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,SOFTWARE
1189,302,302:2,Love the stability of the Mac software and operating system.,OS#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,OS
1190,302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#USABILITY,negative,USABILITY,SOFTWARE
1191,302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#GENERAL,negative,GENERAL,SOFTWARE
1192,302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,SOFTWARE#PRICE,negative,PRICE,SOFTWARE
1193,302,302:4,It seems to be incompatible with everything else.,SOFTWARE#USABILITY,negative,USABILITY,SOFTWARE
1194,302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1195,302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.,SOFTWARE#GENERAL,positive,GENERAL,SOFTWARE
1196,302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.,OS#GENERAL,positive,GENERAL,OS
1197,303,303:0,i love to use it it is esay and light.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1198,303,303:0,i love to use it it is esay and light.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
1199,303,303:0,i love to use it it is esay and light.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1200,303,303:1,this laptop is durable and it is easy to travel with.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1201,303,303:1,this laptop is durable and it is easy to travel with.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1202,303,303:2,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1203,303,303:3,this laptop is great for work and doing my pictures.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1204,303,303:4,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1205,303,303:5,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE#USABILITY,positive,USABILITY,SOFTWARE
1206,303,303:5,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,SOFTWARE
1207,303,303:5,the programs are esay to use and are quick to process this computer works like a charm.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
