,text,categorys,polarity
710,"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.","['GENERAL', 'OS']",mixed
711,"I' doi9ng fine now, and happy as a bug.",['GENERAL'],positive
712,"The price is great and it does everything I want to do,  Thanks.","['PRICE', 'GENERAL']",positive
713,I bought this for my 9 year old for a birthday gift.,[],na
714,It's perfect!,['GENERAL'],positive
715,He uses to play mine craft and School work.,[],na
716,It's great for what he uses it for.,['MISCELLANEOUS'],positive
717,I am really not happy with this computer...,['GENERAL'],negative
718,The keyboard is not as easy to use as my old Sony...,[],na
719,I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,"['OS', 'KEYBOARD']",negative
720,Would not buy it again.,['GENERAL'],negative
721,Meh...but cheap.,"['GENERAL', 'PRICE']",mixed
722,I bought this so that I could sit on the couch and surf internet with a larger screen than iPad was offering.,[],na
723,The reviews at the time in late July 2014 were mostly positive and it was the best selling laptop with almost 4 star review...,[],na
724,The first thing I can say for positive is that the laptop is very light- makes it really portable..this with a relatively clear screen is a bonus.,"['DESIGN_FEATURES', 'PORTABILITY', 'DISPLAY']",positive
725,Now the graphics are not HD...and the reason that it is light is that it is really basic (medium low grade) plastic.,"['GRAPHICS', 'DESIGN_FEATURES', 'QUALITY']",mixed
726,"So if you don't have kids, or not in high school or don't accidently sit on it, it should be fine.",['QUALITY'],negative
727,Now the speed is disappointing.,['OPERATION_PERFORMANCE'],negative
728,"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",['OPERATION_PERFORMANCE'],negative
729,Even for a 4GB RAM it barely chugs with 3 tabs open.,"['OPERATION_PERFORMANCE', 'MEMORY']",mixed
730,"I tried all the Window updates (this worked for a couple of HP laptops I7in that I bought later at BB) to see if it could remove the drag, it did not.",[],na
731,Really at this point I am trying to confirm if the RAM can be upgraded to see if I can do that to help.,[],na
732,"Couple that with lack of inbuilt Bluetooth, dvd drive you are looking at a close tie (or even a loss) compared with the other laptops on sale in mid to late August 2014.",[],na
733,The HP laptops 17in (with i3 core and AMD) I mentioned before from the other big electronic BB store smoked this one even before I updated windows and upped the RAM.,[],na
734,But alas they were gifts...and what is a gift if not given?,[],na
735,All in all I wish I had waited a bit.,['GENERAL'],negative
736,But then again hindsight is 20/20.,[],na
737,Bought a usb dvd rW drive but have not used it yet.,[],na
738,This laptop is amazing!,['GENERAL'],positive
739,Windows 8.1 has its pros and cons.,['OS'],neutral
740,The keyboard is backlit but you have to press the F5 key to turn it on.,"['KEYBOARD', 'KEYBOARD']",mixed
741,I was nervous at first that I purchased a lemon but the user manual explains how to turn on the keyboard  backlight.,['MISCELLANEOUS'],positive
742,Of course this will decrease your battery life.,['MISCELLANEOUS'],neutral
743,The sound is very nice and crisp.,['MULTIMEDIA_DEVICES'],positive
744,"Also, I have no regrets about going with the 8GB RAM because its super fast.","['MEMORY', 'OPERATION_PERFORMANCE']",positive
745,I'm still exploring the various features but overall I am satisfied with my purchase.,"['DESIGN_FEATURES', 'GENERAL']",mixed
746,The HP Envy 15 has been everything I expected.,['GENERAL'],positive
747,"After doing much research for a laptop that had all the features I was looking for, This one hit all the criteria I had.",['DESIGN_FEATURES'],positive
748,Amazon had the best pricing and the delivery was on time.,[],na
749,The laptop is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.,"['OPERATION_PERFORMANCE', 'CPU', 'MEMORY', 'SOFTWARE']",positive
750,I would highly recommend this product to anyone looking for a top performing laptop.,['OPERATION_PERFORMANCE'],positive
751,used 6 times black screen returned for refund,"['DISPLAY', 'GENERAL', 'QUALITY']",negative
752,do not use the facial recognition,['SOFTWARE'],negative
753,Windows 8 is not supported by a lot of things!,['OS'],negative
754,"Save your money and get an android: works better, more support",[],na
755,"The Dell is quick enough, sturdy, not good with finger prints.","['OPERATION_PERFORMANCE', 'QUALITY', 'QUALITY']",mixed
756,It does what it advertises.,['GENERAL'],positive
757,"Price is great, wish it didn't have Windows 8, but that is an opinion.","['PRICE', 'OS']",mixed
758,"I would recommend it, for anybody needing a reliable simple laptop.",['QUALITY'],positive
759,"I bought this for my daughter to use for school and homework, it's not a ""fast"" computer, but it's great for what she needs it for and very light weight!","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'MISCELLANEOUS']",mixed
760,Love the price too!,['PRICE'],positive
