,text,categorys,polarity
876,The ease in which you set everything up is such that a child could do it.,['USABILITY'],positive
877,"The screen is bright and clear, the operating system is solid and friendly to a novice.","['DISPLAY', 'OS', 'OS']",positive
878,"Fast, fast and fast, the web pages just fly by.",['OPERATION_PERFORMANCE'],positive
879,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","['USABILITY', 'CONNECTIVITY', 'OPERATION_PERFORMANCE']",positive
880,That includes transferring my music and movies.,['USABILITY'],positive
881,Good bye BLUE SCREEN and Critical errors!!!!,['OPERATION_PERFORMANCE'],positive
882,Skype is just so dang cool with this machine too.,['SOFTWARE'],positive
883,I can hardly wait to see whats around the next corner.,[],na
884,"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.",[],na
885,If only Bill Gates would read some of what is said here MS would do a better job.,[],na
886,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","['USABILITY', 'OPERATION_PERFORMANCE']",positive
887,It is light and the battery last a very long time.,"['DESIGN_FEATURES', 'BATTERY']",positive
888,Very fast boot up and shut down.,['OPERATION_PERFORMANCE'],positive
889,"been a PC user for many, many years.",[],na
890,"Let me tell you, this machine is great.",['GENERAL'],positive
891,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",['MISCELLANEOUS'],positive
892,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",['OS'],positive
893,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,['OPERATION_PERFORMANCE'],positive
894,The only time I have restarted is during system updates.,['OPERATION_PERFORMANCE'],positive
895,great machine if you want to drop the cash for one.,['GENERAL'],positive
896,"Ok, this is probably the best laptop series ever devised by Apple.",['GENERAL'],positive
897,The case is carved out of a single block of aluminum.,['QUALITY'],positive
898,"Although I opted for the lowest end MacBook Pro, this thing holds its own.",[],na
899,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","['CPU', 'OS', 'GRAPHICS']",positive
900,That is how it is able to function better than any other PC.,[],na
901,I have recommended this laptop to everyone I know who is buying one.,['GENERAL'],positive
902,"I like it so much, I bought another just for my wife.",['GENERAL'],positive
903,Took it back as it was defective.,['QUALITY'],negative
904,Page just disapeared after you got yahoo or downloaded something.,['OPERATION_PERFORMANCE'],negative
905,Couldn't keep a page up you were working on!,['OPERATION_PERFORMANCE'],negative
906,was a great deal i will give that.,['PRICE'],positive
907,the laptop preformed pretty well.,['OPERATION_PERFORMANCE'],positive
908,it cant fuction well with lots of webpages open at once.,['OPERATION_PERFORMANCE'],negative
909,it has times were it freezes for 10 seconds and then starts again.,['OPERATION_PERFORMANCE'],negative
910,"the mouse on the pad, the left button always sticks.",['MOUSE'],negative
911,the mouse is way way way to sensitve.,['MOUSE'],negative
912,i tried turning it done but it did nothing.,['MOUSE'],negative
913,the mouse jumps around all the time and it clicks stuff i dont want it too.,"['MOUSE', 'MOUSE']",negative
914,its not bad just VERY VERY annoying.,['MOUSE'],negative
915,think i would spend little extra to get a better made laptop.,['QUALITY'],negative
916,I am very happy with this laptop.,['GENERAL'],positive
917,For the price and what I get out of it has exceeded my expectations.,"['PRICE', 'GENERAL']",mixed
918,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,['OPERATION_PERFORMANCE'],positive
919,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",[],na
920,Amazing Quality!,['QUALITY'],positive
921,Plus stylish.,['DESIGN_FEATURES'],positive
922,"The big screen allows you to enjoy watching movies , pictures and etc!",['DISPLAY'],positive
923,"The flaws are, this computer is not for computer gamers because of the OS X.","['MISCELLANEOUS', 'OS']",negative
924,Mac is not made for gaming.,['MISCELLANEOUS'],negative
925,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,['SOFTWARE'],positive
926,"Second, it gets scratches easily and when it gets old some thing may operated","['QUALITY', 'OPERATION_PERFORMANCE']",negative
927,Was not happy with one of the programs on it.,['SOFTWARE'],negative
928,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",['SOFTWARE'],negative
929,"Also, the extended warranty was a problem.",['WARRANTY'],negative
930,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,['WARRANTY'],negative
931,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","['USABILITY', 'DISPLAY', 'GENERAL']",positive
932,I took 3-4 years researching brands and prices of laptops.,[],na
933,I finally decided on this laptop because it was the right price for what I need it.,"['PRICE', 'GENERAL']",positive
934,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",['DESIGN_FEATURES'],negative
935,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,['DESIGN_FEATURES'],negative
936,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",[],na
937,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.",[],na
938,Those things are very important - vital even!,[],na
939,So think about factoring those things in when you purchase.,[],na
940,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,['COMPANY'],neutral
941,I will have to purchase Spy ware or Nortell for privacy protection.,[],na
942,Thank you.,[],na
943,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,['GENERAL'],negative
944,The Internet Explorer was very slow from the very beginning.,['SOFTWARE'],negative
945,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",['SOFTWARE'],negative
946,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,['SOFTWARE'],negative
947,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",['SOFTWARE'],negative
948,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",['OPERATION_PERFORMANCE'],negative
949,Another issue I have with it is the battery.,['BATTERY'],negative
950,Maybe three or four months ago it started blinking all of the sudden.,['BATTERY'],negative
951,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","['BATTERY', 'BATTERY']",negative
952,"It is not even a year old yet, so I would definitely not recommend it to anyone.","['QUALITY', 'GENERAL']",negative
953,Don't waste your money!,['GENERAL'],negative
954,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,[],na
955,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.",[],na
956,The laptop is gorgeous.,['GENERAL'],positive
957,"It is sleek, smooth, and lightweight.","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",positive
958,It is easily portable and I take it everywhere I go and might require internet access.,['PORTABILITY'],positive
959,The screen is very large and crystal clear with amazing colors and resolution.,"['DISPLAY', 'DISPLAY']",positive
960,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,[],na
961,The processor is very quick and effective as I load webpages and applications.,['CPU'],positive
962,It is quiet and a real joy to watch work.,"['QUALITY', 'OPERATION_PERFORMANCE']",positive
963,I love it and will probably get another one when this goes to the Laptop in the sky!!,['GENERAL'],positive
964,Overall this laptop is great.,['GENERAL'],positive
965,"It has plenty of memory, lots of hard drive, and great graphics.","['MEMORY', 'HARD_DISC', 'GRAPHICS']",positive
966,It runs very quiet too which is a plus.,['QUALITY'],positive
967,The only bad thing about it is they give you the worst batteries possible.,['BATTERY'],negative
968,They only stay charged a little over an hour.,['BATTERY'],negative
969,"Laptops are usually used on the go, so why not give you a better battery?",['BATTERY'],negative
970,This a starter notebook.,[],na
971,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,"['CPU', 'CPU']",negative
972,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"['DESIGN_FEATURES', 'CONNECTIVITY']",negative
973,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,[],na
974,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,[],na
975,It is a cheap throw together.,['QUALITY'],negative
976,Save your money and go for a better device.,['GENERAL'],negative
977,This laptop is a great price and has a sleek look.,"['PRICE', 'DESIGN_FEATURES']",positive
978,Runs smooth and quick.,['OPERATION_PERFORMANCE'],positive
979,"I wish it had a webcam though, then it would be perfect!","['DESIGN_FEATURES', 'GENERAL']",mixed
980,I Love my new computer!,['GENERAL'],positive
981,Its fast and another thing I like is that it has three USB ports.,"['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",positive
982,I love to write and play with graphics and html programming and my new Toshiba works great on both!,['MISCELLANEOUS'],positive
983,Thank you for your great product!,"['GENERAL', 'COMPANY']",positive
984,Everything about this computer is easy to use.,['USABILITY'],positive
985,wonderful features.,['DESIGN_FEATURES'],positive
986,The only thing is that the battery won't last more than 1/2 an hour.,['BATTERY'],negative
987,It discharges too quickly.,['BATTERY'],negative
988,"Kind of annoying, but I still love the laptop.",['GENERAL'],positive
989,It has good speed and plenty of hard drive space.,"['OPERATION_PERFORMANCE', 'HARD_DISC']",positive
990,The only downfall is the volume control.,['MULTIMEDIA_DEVICES'],negative
991,The wheel that turns the volume up and down doesn't work in real time.,['MULTIMEDIA_DEVICES'],negative
992,I have to keep turning it until it decides to lower and there is no mute.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']",negative
993,I bought my macbook a few months ago and it has been my baby ever since.,['GENERAL'],positive
994,I love it so much.,['GENERAL'],positive
995,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",['MISCELLANEOUS'],positive
996,"The best thing is even while doing almost ten or twenty things at once, it never slows down.",['OPERATION_PERFORMANCE'],positive
997,It's just as fast with one program open as it is with sixteen open.,['OPERATION_PERFORMANCE'],positive
998,It works exactly like it did the day I took it out of the box.,"['OPERATION_PERFORMANCE', 'QUALITY']",positive
999,GREAT INVESTMENT!,['GENERAL'],positive
1000,I purchased this laptop while on a business trip to keep up with my email.,[],na
1001,I had left my regular laptop at home and needed something to use while out of town .,[],na
1002,The price and features more than met my needs.,"['PRICE', 'DESIGN_FEATURES']",positive
1003,I love WIndows 7 which is a vast improvment over Vista.,[],na
1004,The feature are good enough for what I need.,['DESIGN_FEATURES'],positive
1005,I love my macbook pro!,['GENERAL'],positive
1006,I have been a mac user since the mid 90s.,[],na
1007,I grew up in a design family so it only made sense.,[],na
1008,My laptop is almost 2yrs old and I have never had any problems with it.,['GENERAL'],positive
1009,If you are a PC user looking to convert I would HIGHLY recommend it!,['MISCELLANEOUS'],positive
1010,It may take a little getting used to but you don't have to worry about viruses or other headaches.,"['USABILITY', 'QUALITY']",mixed
1011,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,['DESIGN_FEATURES'],positive
1012,I am ADDICTED to photo booth!,['SOFTWARE'],positive
1013,It is SO much fun to play with.,['SOFTWARE'],positive
1014,I work with kids and they love making short videos on there.,['SOFTWARE'],positive
1015,"I am able to organize my pics, music and files easily.",['SOFTWARE'],positive
1016,If you have any creativity in you do yourself a favor and get a mac!,"['GENERAL', 'COMPANY']",positive
1017,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",[],na
1018,I love the keyboard.,['KEYBOARD'],positive
1019,Most laptops and notebooks are difficult to key on.,[],na
1020,This unit is not.,[],na
1021,The display is awesome.,['DISPLAY'],positive
1022,The resolution is even higher then any other laptop on the market.,[],na
1023,Only thing I would want to add to this is an internal bluray read/write drive.,['DESIGN_FEATURES'],neutral
1024,But other than that I am blown away by all the features this laptop offers.,['DESIGN_FEATURES'],positive
1025,I think this computer is super lame.,['QUALITY'],negative
1026,I dont understand how anyone can think this is a great product worth purchasing.,['GENERAL'],negative
1027,I went to my local Best Buy looking for a new laptop since mine broke.,[],na
1028,I decided to get this pile of crap on a whim and totally freaking regret it.,['QUALITY'],negative
1029,It doesnt work worth a damn.,['GENERAL'],negative
1030,The display is beyond horrible.,['DISPLAY'],negative
1031,I can not even read what I am writing half of the time.,['DISPLAY'],negative
1032,"There are so many things wrong with this product, it just makes me want to set my self on fire!",['GENERAL'],negative
1033,I would totally recommend any other laptop over this pile of grabage.,['GENERAL'],negative
1034,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",[],na
1035,Not to mention it has shit gigs.,['HARD_DISC'],negative
1036,I could not even put my entire music collection on this garabage.,['HARD_DISC'],negative
1037,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,['HARD_DISC'],negative
1038,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","['QUALITY', 'MOUSE']",negative
1039,"got another 1, and same issue.",['QUALITY'],negative
1040,I am taking back today.,['GENERAL'],negative
1041,Don't waste your money or time.,['GENERAL'],negative
1042,"Very dissappointed becase I have had toshibas for years, and never a issue.","['GENERAL', 'COMPANY']",mixed
1043,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
1044,Toshiba knows there is a manufacturing defect but will not acknowledge it.,['SUPPORT'],negative
1045,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting.",[],na
1046,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",['QUALITY'],negative
1047,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,['SUPPORT'],negative
1048,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","['SUPPORT', 'SUPPORT']",negative
1049,I loved the netbook (minus the fact that it was windows OS) until this started happening.,"['OS', 'GENERAL']",negative
1050,"But if you can't make your product last more than a year, you will not get my business again.","['COMPANY', 'QUALITY']",negative
1051,I've had my MacBook Pro for three years now and still love it!,['GENERAL'],positive
1052,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",['SUPPORT'],positive
1053,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","['POWER_SUPPLY', 'WARRANTY']",mixed
1054,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","['BATTERY', 'SUPPORT']",mixed
1055,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",['QUALITY'],positive
1056,"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used.",[],na
1057,The iLife software that comes with the computer is so simple to use and produces a great finished product.,"['SOFTWARE', 'DESIGN_FEATURES']",positive
1058,I highly recommend this product!,['GENERAL'],positive
1059,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",[],na
1060,Needs constant repair.,['QUALITY'],negative
1061,First the screen goes completely out.,['DISPLAY'],negative
1062,"Then HP sends it back to me with the hardware screwed up, not able to connect.",['SUPPORT'],negative
1063,"Now the screen is going darker, darker, darker.",['DISPLAY'],negative
1064,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"['SUPPORT', 'WARRANTY']",negative
1065,"Oh yeah, don't forget the expensive shipping to and from HP.",['SHIPPING'],negative
1066,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"['SHIPPING', 'COMPANY']",negative
1067,So far so good with this laptop.,['GENERAL'],positive
1068,"Fan vents to the side, so no cooling pad needed, great feature!",['FANS_COOLING'],positive
1069,Screen is crystal clear and the system is very responsive.,"['DISPLAY', 'OPERATION_PERFORMANCE']",positive
1070,Memory is upgradable.,['USABILITY'],positive
1071,The only thing I would change about it is the mouse keys.,['MOUSE'],negative
1072,They click.,['MOUSE'],negative
1073,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","['MOUSE', 'GENERAL', 'PRICE']",mixed
1074,I have owned many computers and laptops.,[],na
1075,I HATE this one.,['GENERAL'],negative
1076,Vista is a nightmare.,['OS'],negative
1077,No tutorials on the display.,['MISCELLANEOUS'],negative
1078,The book is useless.,['MISCELLANEOUS'],negative
1079,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"['MISCELLANEOUS', 'USABILITY']",negative
1080,this is one of the reasons I purchased it.,[],na
1081,Thinking about returning it,['GENERAL'],negative
1082,The Macbook is a fantastic laptop.,['GENERAL'],positive
1083,This is the first macbook I have ever had.,[],na
1084,I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.,[],na
1085,The macbooks are small enough to be very portable yet hold tons of information and performance.,[],na
1086,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",[],na
1087,You will love this macbook if you choose to buy it.,['GENERAL'],positive
1088,The macbook rarely requires a hard reboot.,['OPERATION_PERFORMANCE'],positive
1089,It just works flawlessly!,['OPERATION_PERFORMANCE'],positive
1090,Its hard to encounter a problem on a mac that would require such abrupt action.,['GENERAL'],positive
1091,"Dells are ok, HPs aren't that good, but Macs or Fantastic.",[],na
1092,"I honestly love my mac, thats why I am a self proclaimed mac addict.","['GENERAL', 'COMPANY']",positive
1093,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,[],na
1094,This was purchased for my daughter and I was pleasantly surprised.,['GENERAL'],positive
1095,I wasn't a big fan of the Netbooks but this one was very well designed.,[],na
1096,It had the full sized touch pad with 2 buttons instead of just one.,['MOUSE'],positive
1097,It made the computer much easier to use and navigate.,['USABILITY'],positive
1098,Keyboard was also very nice and had a solid feel.,"['KEYBOARD', 'KEYBOARD']",positive
1099,This system came loaded with Windows 7 Starter.,['OS'],neutral
1100,"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.",[],na
1101,"So far, so good.",['GENERAL'],positive
1102,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",['QUALITY'],negative
1103,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",['QUALITY'],negative
1104,Quite simply this is the best laptop I have ever owned.,['GENERAL'],positive
1105,"I have had several machines over the years, both for personal and business use.",[],na
1106,All of them were Windows machines.,[],na
1107,"Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine.",[],na
1108,"For me, five stars is not enough.",['GENERAL'],positive
1109,"I love the 15"" MacBook Pro.",['GENERAL'],positive
1110,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",['GENERAL'],positive
1111,It was very easy to just pick up and use--,['USABILITY'],positive
1112,It did not take long to get used to the Mac OS.,['OS'],positive
1113,(I had been a Windows/Linux user before this),[],na
1114,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","['DESIGN_FEATURES', 'DISPLAY', 'PORTABILITY']",positive
1115,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",['SOFTWARE'],neutral
1116,The built-in webcam is great for Skype and similar video-chat services.,['MULTIMEDIA_DEVICES'],positive
1117,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","['SOFTWARE', 'SOFTWARE']",positive
1118,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,[],na
1119,"All-in-all, I would definitely recommend this product for nearly everyone.",['GENERAL'],positive
1120,I've always owned a PC and decided to try a MacBook to see what it's all about.,[],na
1121,I love it!,['GENERAL'],positive
1122,I'm so glad I purchased a Mac and not another PC!!!,[],na
1123,They definitely have a superior product!,"['GENERAL', 'COMPANY']",positive
1124,"Its not just slow on the internet, its slow in general.","['OPERATION_PERFORMANCE', 'CONNECTIVITY']",negative
1125,No I am generous calling it slow.,['OPERATION_PERFORMANCE'],negative
1126,its more like a snail crawl.,['OPERATION_PERFORMANCE'],negative
1127,I bought for my son in the 2nd grade.,[],na
1128,he can't stand it.,['GENERAL'],negative
1129,I can't begin to say how disappointed I am.,['GENERAL'],negative
1130,I should have spent an extra hundred bucks and got a full sized computer.,['GENERAL'],negative
1131,"the key bindings take a little getting used to, but have loved the Macbook Pro.","['KEYBOARD', 'GENERAL']",mixed
1132,Delivery was early too.,['SHIPPING'],positive
1133,It allows me to do everything I need from a computer and more.,['GENERAL'],positive
1134,"With awesome graphics and assuring security, it's perfect!","['GRAPHICS', 'QUALITY', 'GENERAL']",positive
1135,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",[],na
1136,I'd recommend this laptop to anyone!,['GENERAL'],positive
1137,The Toshiba Satellite laptop is  DESIGNED  to fail !,['GENERAL'],negative
1138,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"['MOTHERBOARD', 'POWER_SUPPLY']",negative
1139,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,['SUPPORT'],negative
1140,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,['SUPPORT'],negative
1141,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,['SUPPORT'],negative
1142,"It has far exceeded my expectations for power, storage, and abilitiy.","['OPERATION_PERFORMANCE', 'HARD_DISC', 'USABILITY']",positive
1143,It is easy to navigate and update programs.,['USABILITY'],positive
1144,"My kids have to take their PCs in once a year to have them ""de-bugged"".",[],na
1145,I've never had problems with viruses.,['QUALITY'],positive
1146,My next laptop will also be a Mac!,['COMPANY'],positive
1147,I would like to tell you about the best laptop I just got from Mac.,['GENERAL'],positive
1148,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",[],na
1149,My mac laptop is fabulous in both areas.,"['OPERATION_PERFORMANCE', 'MEMORY']",positive
1150,It gives me the power and speed that I need to run all the programs I use to edit.,['OPERATION_PERFORMANCE'],positive
1151,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.","['SOFTWARE', 'SOFTWARE', 'USABILITY']",positive
1152,I would buy one of these for every person in my office if I could.,['GENERAL'],positive
1153,"In my line of work, I often have to take work home, and this makes it so easy.",['USABILITY'],positive
1154,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","['KEYBOARD', 'KEYBOARD']",positive
1155,"The apple care has never failed me, and I expect it to be the same for this computer as well.",['SUPPORT'],positive
1156,I will only buy apple laptops from now on.,['COMPANY'],positive
1157,"Great laptop for school, easy to use for beginners in the household.","['MISCELLANEOUS', 'USABILITY']",positive
1158,Keyboard is great but primary and secondary control buttons could be more durable.,"['KEYBOARD', 'KEYBOARD']",mixed
1159,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,"['BATTERY', 'GENERAL', 'PRICE', 'COMPANY']",mixed
1160,My MacBook Pro has been a huge disappointment.,['GENERAL'],negative
1161,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","['QUALITY', 'OPERATION_PERFORMANCE']",negative
1162,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.","['BATTERY', 'QUALITY', 'SOFTWARE']",negative
1163,I would not recommend this product to anyone.,['GENERAL'],negative
1164,"Screen is awesome, battery life is good.","['DISPLAY', 'BATTERY']",positive
1165,Really like the textured surface which shows no fingerprints.,['QUALITY'],positive
1166,Good laptop for the money.,"['GENERAL', 'PRICE']",mixed
1167,"Speakers don't get that loud, but good enough.",['MULTIMEDIA_DEVICES'],neutral
1168,I can't imagine EVER buying a PC again!,[],na
1169,I have had a Mac for 6 years and won't go back to PC.,[],na
1170,They don't crash.,['OPERATION_PERFORMANCE'],positive
1171,"If a website ever freezes (which is rare), its really easy to force quit.",['OPERATION_PERFORMANCE'],positive
1172,Never been hacked.,['QUALITY'],positive
1173,No viruses.,['QUALITY'],positive
1174,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",['SUPPORT'],positive
1175,A mac is very easy to use and it simply makes sense.,['USABILITY'],positive
1176,Its also FUN to use!,['GENERAL'],positive
1177,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","['SOFTWARE', 'SOFTWARE']",positive
1178,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,[],na
1179,She said its very user friendly.,['SOFTWARE'],positive
1180,"I have had another Mac, but it got slow due to an older operating system.",[],na
1181,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","['GENERAL', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'KEYBOARD', 'MOUSE']",positive
1182,"I am very happy I bought this Mac, well worth the extra money.","['PRICE', 'GENERAL']",mixed
1183,I simply got tired of a bad computer like windows with its constant freezing and anti-virus.,[],na
1184,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,[],na
1185,Now that I have it I see that I really needed this for much more.,['GENERAL'],positive
1186,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",['OPERATION_PERFORMANCE'],positive
1187,I have not had a problem with the applications quitting or freezing.,['SOFTWARE'],positive
1188,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,"['OPERATION_PERFORMANCE', 'GENERAL']",positive
1189,"Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.",[],na
1190,I've had my Macbook Pro since August 2009.,[],na
1191,"Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long time for a laptop).",[],na
1192,That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,['COMPANY'],positive
1193,My MacBook Pro is no exception.,['GENERAL'],positive
1194,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,[],na
1195,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"['MOUSE', 'MOUSE']",positive
1196,I also like that you can scroll down in a window using two fingers on the trackpad.,"['MOUSE', 'MOUSE']",positive
1197,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",[],na
1198,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","['SOFTWARE', 'OPERATION_PERFORMANCE']",positive
1199,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",[],na
1200,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,[],na
1201,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,"['GENERAL', 'PRICE', 'QUALITY']",mixed
1202,Shiny,['GENERAL'],positive
1203,This Laptop is the Best of the best!,['GENERAL'],positive
1204,The Awesomest of the awesomest.,['GENERAL'],positive
1205,"It is so great, I can Hardly ever take my hands off it!",['GENERAL'],positive
1206,My friends are in awe every time they come over!,['GENERAL'],positive
1207,"I got it for Christmas, and I was so excited to set it up!",['GENERAL'],positive
1208,"It is super fast, and always loads.",['OPERATION_PERFORMANCE'],positive
1209,I am just amazed.,['GENERAL'],positive
1210,The only bad part is the size/weight.,['DESIGN_FEATURES'],negative
1211,"It's like 9 punds, but if you can look past it, it's GREAT!","['GENERAL', 'DESIGN_FEATURES']",mixed
1212,"If you don't like fingerprints, this might not be the laptop for you.",['QUALITY'],negative
1213,"It super shiny, so you can see the fingerprints easily.",['QUALITY'],negative
1214,It doesn't bother me though.,[],na
1215,It doesn't heat up like my old laptop.,[],na
1216,All for such a great price.,['PRICE'],positive
1217,It's color is even cool.,['DESIGN_FEATURES'],positive
1218,Another Great thing is the Beast graphics.,['GRAPHICS'],positive
1219,They are so realistic I am just speechless.,['GRAPHICS'],positive
1220,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",['USABILITY'],positive
1221,The cool thing about this is anyone can use it.,['USABILITY'],positive
1222,"Mom, Dad, Brother, sister, You name it!",[],na
1223,I don't know how I could ever live without my Qousmio.,['GENERAL'],positive
1224,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",['QUALITY'],negative
1225,Ive had to call tech support many times.,['QUALITY'],negative
